idade,trabalho,estado civil,educação,atraso,casa,empréstimo,contato,mês,dia,duração,ncontatos,anterior
40,trabalhador manual,divorciado(a),básico,,sim,não,telefone móvel,maio,quarta-feira,longa,1,nenhum
58,gerência,divorciado(a),graduação,não,não,não,telefone fixo,maio,sexta-feira,curta,1,nenhum
29,escritório,solteiro(a),graduação,não,não,não,telefone fixo,junho,sexta-feira,média,1,nenhum
32,escritório,casado(a),graduação,não,sim,não,telefone fixo,novembro,terça-feira,média,3,nenhum
28,empreendedor,solteiro(a),graduação,não,sim,não,telefone fixo,junho,segunda-feira,longa,3,nenhum
40,trabalhador manual,casado(a),básico,não,sim,não,telefone fixo,maio,quinta-feira,média,3,nenhum
43,escritório,casado(a),ensino médio,não,sim,sim,telefone fixo,julho,segunda-feira,longa,1,nenhum
28,gerência,solteiro(a),graduação,não,sim,não,telefone móvel,setembro,terça-feira,média,2,mais de um
49,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,julho,segunda-feira,longa,2,nenhum
26,escritório,solteiro(a),ensino médio,não,não,não,telefone fixo,junho,segunda-feira,média,2,nenhum
53,gerência,casado(a),ensino técnico,não,sim,não,telefone móvel,julho,segunda-feira,longa,3,nenhum
31,especialista,solteiro(a),,não,sim,sim,telefone móvel,maio,quarta-feira,longa,2,nenhum
51,terceirizados,casado(a),ensino médio,não,sim,não,telefone móvel,agosto,quarta-feira,longa,2,nenhum
42,escritório,casado(a),graduação,,sim,não,telefone móvel,agosto,quinta-feira,longa,11,nenhum
55,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,junho,sexta-feira,média,2,apenas um
57,trabalhador manual,casado(a),básico,,sim,não,telefone móvel,julho,quinta-feira,curta,21,nenhum
49,escritório,divorciado(a),ensino médio,,não,não,telefone móvel,maio,segunda-feira,média,2,apenas um
33,trabalhador manual,casado(a),ensino técnico,não,sim,não,telefone móvel,maio,segunda-feira,longa,1,nenhum
60,aposentado,casado(a),ensino técnico,,sim,não,telefone fixo,junho,sexta-feira,longa,4,nenhum
35,trabalhador manual,casado(a),básico,não,não,sim,telefone móvel,maio,quinta-feira,longa,1,nenhum
32,trabalhador manual,casado(a),básico,,não,não,telefone fixo,junho,quarta-feira,curta,4,nenhum
39,especialista,solteiro(a),ensino técnico,não,não,não,telefone fixo,maio,segunda-feira,média,2,nenhum
39,gerência,divorciado(a),graduação,não,sim,não,telefone móvel,abril,segunda-feira,média,2,apenas um
51,especialista,casado(a),ensino técnico,não,sim,não,telefone fixo,maio,sexta-feira,longa,2,nenhum
61,escritório,casado(a),ensino médio,não,,,telefone móvel,abril,quinta-feira,média,1,apenas um
34,terceirizados,solteiro(a),ensino técnico,não,não,não,telefone fixo,maio,quinta-feira,média,1,nenhum
53,terceirizados,divorciado(a),ensino médio,não,não,não,telefone fixo,maio,segunda-feira,longa,5,nenhum
33,gerência,casado(a),graduação,não,sim,não,telefone fixo,março,quarta-feira,curta,1,nenhum
38,trabalhador manual,divorciado(a),ensino técnico,não,sim,não,telefone móvel,maio,terça-feira,longa,3,nenhum
31,especialista,casado(a),ensino médio,,sim,não,telefone móvel,maio,quinta-feira,curta,3,nenhum
55,trabalhador manual,casado(a),ensino médio,não,não,não,telefone fixo,junho,segunda-feira,curta,1,nenhum
53,gerência,casado(a),básico,não,sim,não,telefone móvel,maio,terça-feira,longa,3,nenhum
33,gerência,solteiro(a),graduação,não,não,não,telefone móvel,julho,quarta-feira,longa,3,nenhum
34,desempregado,divorciado(a),ensino técnico,não,,,telefone fixo,maio,segunda-feira,longa,3,nenhum
30,escritório,solteiro(a),graduação,não,não,sim,telefone móvel,novembro,quarta-feira,média,1,apenas um
37,terceirizados,casado(a),ensino médio,não,não,não,telefone fixo,maio,terça-feira,média,1,nenhum
47,escritório,solteiro(a),ensino médio,,sim,não,telefone fixo,maio,quarta-feira,curta,3,nenhum
51,empreendedor,casado(a),básico,não,sim,não,telefone móvel,novembro,terça-feira,média,2,apenas um
34,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,julho,terça-feira,média,1,nenhum
49,trabalhador manual,solteiro(a),básico,não,sim,não,telefone móvel,maio,terça-feira,longa,1,apenas um
24,,solteiro(a),básico,não,sim,não,telefone móvel,setembro,quinta-feira,longa,1,nenhum
47,escritório,casado(a),graduação,não,não,não,telefone fixo,maio,quinta-feira,longa,2,nenhum
37,escritório,casado(a),graduação,não,não,não,telefone móvel,maio,segunda-feira,curta,3,nenhum
43,trabalhador manual,casado(a),ensino médio,,não,não,telefone fixo,junho,quarta-feira,média,2,nenhum
47,empreendedor,casado(a),graduação,não,sim,não,telefone móvel,agosto,quarta-feira,média,3,nenhum
33,especialista,solteiro(a),graduação,não,não,não,telefone móvel,agosto,sexta-feira,média,1,nenhum
39,especialista,solteiro(a),ensino técnico,não,sim,não,telefone móvel,agosto,terça-feira,curta,4,nenhum
57,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,julho,quinta-feira,média,1,nenhum
39,trabalhador manual,casado(a),básico,,sim,não,telefone fixo,junho,terça-feira,curta,2,nenhum
44,empreendedor,casado(a),graduação,não,não,não,telefone móvel,julho,terça-feira,longa,3,apenas um
40,escritório,casado(a),graduação,não,sim,sim,telefone fixo,junho,terça-feira,média,1,nenhum
19,,solteiro(a),básico,não,sim,não,telefone móvel,dezembro,segunda-feira,média,1,apenas um
54,escritório,casado(a),graduação,não,sim,não,telefone móvel,maio,segunda-feira,média,3,apenas um
38,especialista,casado(a),ensino técnico,não,sim,não,telefone fixo,maio,terça-feira,longa,1,nenhum
33,trabalhador manual,casado(a),básico,não,sim,sim,telefone móvel,maio,quarta-feira,curta,1,nenhum
34,escritório,casado(a),graduação,não,não,não,telefone fixo,maio,quarta-feira,longa,2,nenhum
30,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,maio,quarta-feira,média,1,apenas um
35,especialista,divorciado(a),ensino técnico,não,sim,não,telefone fixo,maio,quarta-feira,média,1,nenhum
52,do lar,casado(a),básico,não,não,não,telefone móvel,outubro,terça-feira,média,2,mais de um
45,trabalhador manual,casado(a),básico,,não,não,telefone fixo,junho,quinta-feira,curta,1,nenhum
50,especialista,divorciado(a),ensino médio,não,sim,não,telefone móvel,julho,quinta-feira,longa,1,nenhum
52,do lar,casado(a),básico,não,sim,não,telefone fixo,julho,quinta-feira,média,4,nenhum
36,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,maio,terça-feira,média,2,apenas um
35,escritório,solteiro(a),graduação,não,não,sim,telefone móvel,março,terça-feira,média,2,apenas um
44,trabalhador manual,casado(a),básico,,não,sim,telefone fixo,junho,segunda-feira,curta,1,nenhum
47,escritório,casado(a),ensino médio,não,sim,não,telefone móvel,outubro,quarta-feira,média,1,nenhum
31,escritório,casado(a),graduação,não,sim,não,telefone móvel,julho,sexta-feira,longa,2,nenhum
32,especialista,divorciado(a),graduação,não,não,não,telefone móvel,maio,quarta-feira,média,3,mais de um
20,,solteiro(a),,não,sim,não,telefone móvel,abril,sexta-feira,média,1,nenhum
38,escritório,casado(a),ensino médio,,sim,não,telefone móvel,julho,segunda-feira,média,3,nenhum
42,do lar,casado(a),básico,não,não,não,telefone móvel,agosto,terça-feira,curta,2,nenhum
63,empreendedor,casado(a),graduação,não,sim,não,telefone fixo,setembro,terça-feira,longa,1,nenhum
43,gerência,solteiro(a),graduação,não,sim,não,telefone móvel,outubro,segunda-feira,média,1,nenhum
44,trabalhador manual,casado(a),básico,,não,não,telefone móvel,maio,quarta-feira,média,2,apenas um
40,especialista,casado(a),graduação,,não,não,telefone móvel,agosto,sexta-feira,longa,1,nenhum
56,escritório,casado(a),graduação,não,,,telefone móvel,novembro,quinta-feira,média,2,nenhum
40,especialista,divorciado(a),ensino médio,não,não,não,telefone móvel,março,segunda-feira,média,1,mais de um
34,terceirizados,casado(a),graduação,não,sim,não,telefone fixo,maio,quinta-feira,curta,2,nenhum
51,escritório,solteiro(a),ensino médio,não,sim,não,telefone móvel,julho,quarta-feira,média,2,nenhum
33,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,julho,quinta-feira,média,1,nenhum
25,especialista,solteiro(a),graduação,não,sim,sim,telefone móvel,novembro,terça-feira,longa,3,mais de um
60,trabalhador manual,casado(a),básico,,não,não,telefone fixo,maio,sexta-feira,longa,1,nenhum
42,desempregado,casado(a),básico,não,não,não,telefone móvel,novembro,quinta-feira,longa,2,mais de um
39,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,março,sexta-feira,média,2,apenas um
56,escritório,casado(a),ensino médio,não,não,não,telefone fixo,julho,quarta-feira,média,1,apenas um
55,gerência,casado(a),graduação,não,sim,não,telefone móvel,novembro,segunda-feira,longa,1,nenhum
27,escritório,casado(a),básico,não,não,não,telefone móvel,julho,terça-feira,longa,2,nenhum
68,aposentado,casado(a),graduação,não,não,não,telefone móvel,agosto,terça-feira,média,1,apenas um
58,aposentado,casado(a),graduação,não,sim,sim,telefone móvel,julho,segunda-feira,longa,4,nenhum
54,terceirizados,divorciado(a),básico,,não,não,telefone fixo,junho,segunda-feira,curta,1,nenhum
40,escritório,casado(a),ensino técnico,não,sim,sim,telefone móvel,junho,terça-feira,média,1,nenhum
34,especialista,casado(a),ensino técnico,,sim,não,telefone móvel,agosto,terça-feira,longa,7,nenhum
41,especialista,casado(a),básico,,sim,não,telefone fixo,maio,quinta-feira,longa,1,nenhum
26,escritório,casado(a),graduação,não,sim,não,telefone móvel,junho,segunda-feira,longa,3,nenhum
45,trabalhador manual,solteiro(a),ensino médio,,não,não,telefone móvel,julho,segunda-feira,longa,2,nenhum
89,aposentado,divorciado(a),básico,não,sim,não,telefone móvel,março,quarta-feira,média,1,nenhum
32,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,novembro,quinta-feira,média,4,nenhum
28,desempregado,solteiro(a),graduação,não,sim,não,telefone fixo,julho,segunda-feira,média,7,nenhum
32,terceirizados,solteiro(a),ensino médio,não,sim,não,telefone fixo,junho,terça-feira,longa,1,nenhum
36,escritório,casado(a),graduação,não,não,não,telefone móvel,junho,quinta-feira,longa,3,nenhum
62,gerência,casado(a),graduação,não,sim,não,telefone móvel,agosto,sexta-feira,média,2,mais de um
35,trabalhador manual,casado(a),básico,não,não,não,telefone fixo,junho,sexta-feira,curta,10,nenhum
29,especialista,solteiro(a),ensino técnico,não,sim,não,telefone móvel,maio,segunda-feira,curta,1,apenas um
32,gerência,casado(a),graduação,não,não,não,telefone móvel,agosto,segunda-feira,média,4,nenhum
49,trabalhador manual,casado(a),ensino técnico,não,sim,não,telefone móvel,agosto,quarta-feira,curta,1,nenhum
51,escritório,casado(a),graduação,não,não,não,telefone móvel,agosto,terça-feira,longa,2,apenas um
33,especialista,solteiro(a),graduação,não,sim,sim,telefone móvel,maio,sexta-feira,longa,5,apenas um
48,escritório,casado(a),básico,não,sim,não,telefone fixo,maio,quarta-feira,média,1,nenhum
45,empreendedor,casado(a),graduação,não,sim,não,telefone móvel,novembro,quarta-feira,curta,1,nenhum
28,escritório,solteiro(a),graduação,não,não,não,telefone móvel,maio,segunda-feira,média,1,nenhum
52,escritório,casado(a),ensino médio,não,,,telefone fixo,maio,quinta-feira,curta,1,nenhum
48,terceirizados,divorciado(a),básico,,não,não,telefone móvel,julho,quarta-feira,curta,6,nenhum
28,escritório,solteiro(a),ensino médio,,sim,não,telefone móvel,maio,terça-feira,curta,3,apenas um
29,,solteiro(a),básico,não,sim,não,telefone móvel,março,terça-feira,média,1,nenhum
39,trabalhador manual,solteiro(a),graduação,não,sim,não,telefone móvel,julho,quarta-feira,longa,1,nenhum
51,trabalhador manual,divorciado(a),básico,não,sim,não,telefone móvel,maio,segunda-feira,curta,1,nenhum
37,especialista,casado(a),ensino médio,não,não,não,telefone móvel,novembro,terça-feira,curta,2,apenas um
48,terceirizados,divorciado(a),ensino médio,não,sim,não,telefone móvel,julho,segunda-feira,média,19,nenhum
28,escritório,casado(a),ensino médio,não,sim,não,telefone fixo,junho,quarta-feira,curta,1,nenhum
47,trabalhador manual,casado(a),básico,,sim,não,telefone fixo,maio,quinta-feira,curta,9,nenhum
42,escritório,solteiro(a),ensino técnico,não,não,não,telefone móvel,agosto,segunda-feira,média,6,nenhum
41,desempregado,divorciado(a),ensino médio,não,não,sim,telefone fixo,junho,quinta-feira,média,1,nenhum
54,desempregado,solteiro(a),básico,não,não,não,telefone móvel,novembro,sexta-feira,média,2,nenhum
38,escritório,casado(a),graduação,não,não,não,telefone fixo,junho,quarta-feira,longa,1,nenhum
31,trabalhador manual,solteiro(a),básico,não,não,não,telefone móvel,julho,segunda-feira,média,2,nenhum
57,trabalhador manual,casado(a),básico,,não,não,telefone móvel,julho,sexta-feira,média,8,nenhum
52,do lar,casado(a),ensino médio,não,não,sim,telefone móvel,novembro,sexta-feira,longa,6,nenhum
36,escritório,casado(a),ensino técnico,não,não,não,telefone móvel,julho,terça-feira,média,1,nenhum
30,escritório,casado(a),,não,,,telefone fixo,junho,sexta-feira,curta,3,nenhum
40,gerência,casado(a),graduação,não,,,telefone móvel,agosto,terça-feira,média,1,nenhum
34,especialista,casado(a),ensino médio,não,não,sim,telefone móvel,agosto,quinta-feira,longa,2,nenhum
34,trabalhador manual,casado(a),ensino médio,não,não,não,telefone fixo,maio,quarta-feira,longa,1,nenhum
39,escritório,divorciado(a),ensino médio,não,não,não,telefone móvel,abril,terça-feira,média,2,apenas um
31,escritório,solteiro(a),graduação,não,não,sim,telefone móvel,junho,sexta-feira,média,1,apenas um
40,escritório,solteiro(a),,não,não,não,telefone móvel,novembro,sexta-feira,curta,4,nenhum
20,,solteiro(a),básico,não,não,sim,telefone fixo,julho,segunda-feira,longa,1,mais de um
52,escritório,casado(a),graduação,não,não,não,telefone móvel,junho,segunda-feira,média,4,nenhum
25,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,abril,quinta-feira,média,1,nenhum
28,trabalhador manual,,ensino médio,não,não,não,telefone móvel,maio,segunda-feira,média,2,nenhum
37,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,julho,quinta-feira,média,2,nenhum
34,empreendedor,casado(a),graduação,,sim,não,telefone móvel,maio,quarta-feira,longa,2,apenas um
29,escritório,casado(a),ensino médio,não,não,não,telefone fixo,junho,sexta-feira,curta,3,nenhum
58,terceirizados,divorciado(a),ensino médio,não,sim,sim,telefone fixo,maio,sexta-feira,longa,5,nenhum
31,escritório,casado(a),graduação,não,não,não,telefone móvel,agosto,terça-feira,média,3,apenas um
37,especialista,casado(a),graduação,não,não,sim,telefone móvel,maio,segunda-feira,média,2,apenas um
32,escritório,solteiro(a),graduação,não,não,não,telefone móvel,agosto,quinta-feira,longa,2,nenhum
73,aposentado,casado(a),básico,não,sim,sim,telefone móvel,outubro,quinta-feira,média,3,nenhum
42,especialista,solteiro(a),ensino técnico,não,sim,não,telefone fixo,junho,quarta-feira,longa,1,nenhum
57,aposentado,casado(a),básico,não,não,não,telefone fixo,maio,segunda-feira,média,2,nenhum
40,terceirizados,casado(a),ensino médio,não,sim,não,telefone fixo,junho,sexta-feira,longa,1,nenhum
39,gerência,divorciado(a),graduação,não,não,não,telefone fixo,agosto,sexta-feira,média,1,nenhum
66,aposentado,casado(a),ensino médio,não,sim,sim,telefone móvel,agosto,segunda-feira,curta,2,nenhum
60,especialista,casado(a),graduação,,,,telefone fixo,maio,segunda-feira,média,1,nenhum
76,aposentado,casado(a),básico,não,não,sim,telefone móvel,agosto,sexta-feira,longa,1,nenhum
47,desempregado,casado(a),básico,não,não,não,telefone móvel,junho,terça-feira,média,1,nenhum
37,escritório,casado(a),graduação,,sim,sim,telefone móvel,junho,terça-feira,longa,1,apenas um
30,escritório,solteiro(a),ensino médio,não,sim,não,telefone móvel,maio,sexta-feira,longa,2,apenas um
32,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,maio,terça-feira,longa,2,apenas um
30,escritório,casado(a),ensino médio,não,,,telefone móvel,junho,terça-feira,média,6,mais de um
37,trabalhador manual,casado(a),básico,não,não,não,telefone fixo,maio,sexta-feira,média,3,nenhum
37,especialista,casado(a),básico,não,não,não,telefone móvel,julho,segunda-feira,longa,1,nenhum
38,trabalhador manual,casado(a),ensino técnico,não,sim,não,telefone móvel,maio,segunda-feira,curta,1,nenhum
33,escritório,casado(a),graduação,não,não,sim,telefone fixo,maio,sexta-feira,longa,2,nenhum
39,especialista,casado(a),básico,não,não,não,telefone fixo,maio,quinta-feira,longa,3,nenhum
49,desempregado,solteiro(a),básico,não,não,não,telefone móvel,agosto,sexta-feira,média,2,nenhum
34,especialista,casado(a),graduação,não,sim,não,telefone móvel,maio,segunda-feira,longa,1,nenhum
38,gerência,casado(a),graduação,não,sim,não,telefone fixo,maio,sexta-feira,curta,1,nenhum
43,do lar,casado(a),graduação,não,sim,sim,telefone móvel,agosto,quinta-feira,longa,3,nenhum
64,aposentado,casado(a),básico,não,sim,não,telefone móvel,julho,quinta-feira,média,1,apenas um
40,trabalhador manual,casado(a),ensino técnico,não,sim,não,telefone móvel,maio,quarta-feira,média,1,nenhum
38,escritório,casado(a),graduação,não,sim,não,telefone móvel,julho,quarta-feira,longa,1,nenhum
35,gerência,divorciado(a),graduação,não,sim,sim,telefone móvel,novembro,quinta-feira,longa,2,nenhum
57,escritório,casado(a),graduação,não,não,não,telefone móvel,agosto,segunda-feira,média,2,nenhum
59,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,maio,terça-feira,longa,1,nenhum
35,escritório,solteiro(a),ensino médio,não,não,não,telefone móvel,março,terça-feira,longa,1,mais de um
56,aposentado,casado(a),ensino médio,não,sim,sim,telefone móvel,junho,sexta-feira,média,2,nenhum
52,trabalhador manual,casado(a),básico,,sim,não,telefone móvel,agosto,sexta-feira,média,1,nenhum
81,aposentado,divorciado(a),básico,não,não,sim,telefone móvel,dezembro,sexta-feira,longa,5,apenas um
50,do lar,casado(a),básico,não,não,sim,telefone fixo,junho,sexta-feira,média,2,nenhum
29,escritório,solteiro(a),ensino médio,não,não,não,telefone fixo,maio,quarta-feira,curta,2,nenhum
34,escritório,casado(a),ensino médio,não,não,não,telefone fixo,maio,segunda-feira,longa,3,nenhum
33,escritório,solteiro(a),graduação,não,não,não,telefone fixo,junho,terça-feira,curta,1,nenhum
40,do lar,casado(a),ensino técnico,não,sim,não,telefone móvel,agosto,sexta-feira,média,2,nenhum
27,especialista,solteiro(a),ensino técnico,não,sim,sim,telefone móvel,maio,quinta-feira,média,5,nenhum
43,,solteiro(a),graduação,,sim,não,telefone móvel,julho,segunda-feira,curta,3,nenhum
50,escritório,casado(a),graduação,,não,não,telefone móvel,julho,terça-feira,curta,6,nenhum
56,,casado(a),graduação,não,sim,não,telefone móvel,agosto,quarta-feira,média,1,nenhum
29,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,maio,terça-feira,longa,2,mais de um
32,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,abril,quinta-feira,média,1,nenhum
63,aposentado,casado(a),ensino técnico,não,sim,sim,telefone móvel,agosto,sexta-feira,longa,2,apenas um
42,do lar,casado(a),básico,não,sim,não,telefone móvel,maio,terça-feira,média,4,apenas um
52,gerência,divorciado(a),graduação,não,não,não,telefone fixo,maio,terça-feira,média,10,nenhum
29,,solteiro(a),ensino médio,não,sim,não,telefone fixo,julho,segunda-feira,curta,3,nenhum
36,especialista,casado(a),graduação,não,sim,não,telefone móvel,agosto,quarta-feira,longa,1,nenhum
34,terceirizados,solteiro(a),ensino médio,não,sim,não,telefone móvel,outubro,segunda-feira,média,1,apenas um
43,especialista,casado(a),básico,não,não,não,telefone móvel,novembro,quarta-feira,média,2,nenhum
32,terceirizados,casado(a),básico,não,sim,não,telefone móvel,junho,segunda-feira,longa,1,nenhum
32,especialista,casado(a),graduação,não,não,não,telefone móvel,agosto,quarta-feira,curta,1,nenhum
40,trabalhador manual,casado(a),básico,não,sim,não,telefone fixo,outubro,sexta-feira,curta,1,nenhum
43,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,julho,quinta-feira,longa,3,nenhum
37,especialista,casado(a),ensino técnico,não,não,não,telefone fixo,novembro,quinta-feira,média,2,nenhum
26,trabalhador manual,solteiro(a),ensino médio,não,não,não,telefone fixo,maio,quarta-feira,longa,2,nenhum
48,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,agosto,segunda-feira,longa,4,nenhum
50,especialista,casado(a),graduação,não,sim,não,telefone fixo,maio,quinta-feira,longa,2,nenhum
23,trabalhador manual,solteiro(a),básico,,não,sim,telefone fixo,maio,sexta-feira,longa,1,nenhum
41,empreendedor,solteiro(a),graduação,não,não,não,telefone móvel,agosto,segunda-feira,média,1,nenhum
45,escritório,casado(a),ensino médio,não,sim,sim,telefone móvel,julho,quarta-feira,média,1,nenhum
29,escritório,casado(a),ensino médio,não,não,não,telefone móvel,maio,sexta-feira,curta,3,apenas um
61,gerência,casado(a),graduação,,sim,não,telefone móvel,julho,quinta-feira,média,1,nenhum
38,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,outubro,quinta-feira,longa,3,nenhum
37,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,abril,quinta-feira,longa,4,apenas um
42,escritório,divorciado(a),ensino médio,não,,,telefone fixo,junho,quinta-feira,média,1,nenhum
43,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,agosto,terça-feira,longa,3,nenhum
67,aposentado,casado(a),ensino médio,não,sim,não,telefone móvel,julho,terça-feira,longa,1,nenhum
34,especialista,solteiro(a),ensino técnico,não,sim,não,telefone móvel,agosto,quarta-feira,média,1,nenhum
50,empreendedor,casado(a),básico,,sim,não,telefone móvel,maio,quarta-feira,longa,2,nenhum
34,terceirizados,casado(a),ensino médio,não,sim,não,telefone móvel,outubro,quinta-feira,longa,3,nenhum
35,especialista,solteiro(a),ensino técnico,não,sim,sim,telefone fixo,agosto,segunda-feira,curta,1,nenhum
34,terceirizados,casado(a),ensino médio,,não,não,telefone fixo,maio,sexta-feira,longa,3,nenhum
29,terceirizados,solteiro(a),graduação,não,sim,não,telefone móvel,julho,segunda-feira,longa,4,nenhum
36,escritório,casado(a),ensino médio,,sim,sim,telefone móvel,julho,sexta-feira,média,1,nenhum
35,desempregado,casado(a),ensino médio,não,sim,não,telefone móvel,novembro,quinta-feira,longa,2,nenhum
37,escritório,casado(a),ensino médio,não,sim,não,telefone fixo,maio,quinta-feira,longa,2,nenhum
52,especialista,casado(a),graduação,não,sim,não,telefone móvel,junho,terça-feira,longa,1,apenas um
42,trabalhador manual,casado(a),ensino técnico,,não,não,telefone móvel,novembro,terça-feira,média,1,nenhum
52,gerência,casado(a),graduação,não,sim,não,telefone móvel,agosto,terça-feira,média,1,nenhum
29,trabalhador manual,solteiro(a),básico,não,não,não,telefone móvel,maio,quarta-feira,longa,3,nenhum
66,gerência,casado(a),,não,não,não,telefone móvel,dezembro,quarta-feira,longa,2,apenas um
32,terceirizados,casado(a),ensino médio,não,sim,não,telefone móvel,maio,quarta-feira,longa,1,apenas um
37,escritório,casado(a),graduação,não,sim,não,telefone móvel,julho,quarta-feira,curta,2,nenhum
33,especialista,solteiro(a),graduação,não,não,não,telefone móvel,julho,sexta-feira,média,1,mais de um
48,do lar,solteiro(a),ensino técnico,não,sim,não,telefone móvel,abril,terça-feira,média,2,nenhum
58,trabalhador manual,casado(a),ensino médio,,não,não,telefone fixo,junho,terça-feira,média,3,nenhum
43,trabalhador manual,casado(a),ensino médio,não,sim,não,telefone móvel,abril,segunda-feira,curta,3,nenhum
32,escritório,solteiro(a),ensino médio,não,sim,não,telefone fixo,julho,segunda-feira,média,3,nenhum
44,terceirizados,casado(a),ensino médio,não,sim,não,telefone fixo,maio,segunda-feira,longa,1,nenhum
32,trabalhador manual,solteiro(a),ensino médio,não,não,não,telefone fixo,julho,terça-feira,longa,11,nenhum
32,terceirizados,solteiro(a),básico,não,não,não,telefone fixo,maio,sexta-feira,longa,5,nenhum
54,aposentado,divorciado(a),graduação,não,sim,não,telefone móvel,maio,quarta-feira,média,2,apenas um
35,especialista,solteiro(a),ensino técnico,não,sim,não,telefone móvel,agosto,terça-feira,longa,2,apenas um
26,terceirizados,solteiro(a),básico,não,sim,não,telefone móvel,julho,quarta-feira,longa,1,nenhum
28,terceirizados,casado(a),graduação,não,não,não,telefone móvel,maio,terça-feira,longa,2,apenas um
48,desempregado,casado(a),ensino médio,não,não,não,telefone móvel,novembro,terça-feira,curta,1,nenhum
51,escritório,casado(a),graduação,não,não,não,telefone fixo,julho,segunda-feira,longa,17,nenhum
34,escritório,casado(a),graduação,não,sim,não,telefone móvel,abril,quarta-feira,longa,1,nenhum
46,trabalhador manual,casado(a),,,não,sim,telefone fixo,maio,sexta-feira,longa,2,nenhum
53,terceirizados,casado(a),ensino médio,,sim,não,telefone fixo,maio,segunda-feira,média,1,nenhum
31,especialista,solteiro(a),ensino técnico,não,não,não,telefone móvel,julho,terça-feira,média,1,nenhum
33,escritório,casado(a),ensino médio,não,não,não,telefone fixo,maio,sexta-feira,média,1,nenhum
37,trabalhador manual,casado(a),básico,não,sim,não,telefone fixo,junho,sexta-feira,longa,3,nenhum
28,especialista,solteiro(a),graduação,não,sim,não,telefone móvel,setembro,quinta-feira,longa,1,apenas um
52,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,maio,segunda-feira,longa,3,nenhum
34,trabalhador manual,divorciado(a),básico,,não,não,telefone fixo,maio,quinta-feira,longa,6,nenhum
40,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,abril,quinta-feira,curta,1,apenas um
37,especialista,divorciado(a),básico,não,não,não,telefone fixo,julho,quarta-feira,curta,1,nenhum
53,trabalhador manual,casado(a),básico,,sim,sim,telefone móvel,agosto,quarta-feira,longa,4,nenhum
61,escritório,casado(a),básico,não,sim,não,telefone móvel,agosto,sexta-feira,curta,2,nenhum
42,escritório,casado(a),graduação,não,sim,não,telefone móvel,abril,sexta-feira,longa,1,nenhum
42,escritório,casado(a),ensino médio,não,sim,não,telefone móvel,novembro,terça-feira,curta,4,nenhum
26,trabalhador manual,casado(a),básico,não,sim,não,telefone fixo,maio,quarta-feira,média,1,nenhum
41,escritório,divorciado(a),ensino técnico,não,sim,não,telefone fixo,maio,quinta-feira,longa,2,nenhum
24,trabalhador manual,casado(a),ensino técnico,,não,não,telefone fixo,junho,quarta-feira,curta,1,nenhum
37,escritório,divorciado(a),ensino médio,não,sim,não,telefone móvel,maio,terça-feira,média,1,apenas um
29,,solteiro(a),,,sim,sim,telefone fixo,maio,terça-feira,longa,1,nenhum
41,trabalhador manual,casado(a),básico,não,não,não,telefone fixo,maio,quarta-feira,média,1,nenhum
46,escritório,casado(a),ensino médio,não,sim,não,telefone móvel,agosto,terça-feira,longa,4,nenhum
46,empreendedor,casado(a),ensino médio,não,não,não,telefone móvel,maio,sexta-feira,longa,1,apenas um
29,escritório,solteiro(a),ensino médio,não,sim,não,telefone móvel,março,terça-feira,média,2,nenhum
55,especialista,casado(a),graduação,não,não,não,telefone móvel,novembro,terça-feira,longa,2,nenhum
48,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,agosto,segunda-feira,média,3,nenhum
33,,solteiro(a),ensino técnico,não,não,não,telefone móvel,julho,quinta-feira,longa,1,nenhum
50,escritório,casado(a),graduação,,não,não,telefone fixo,maio,terça-feira,curta,5,nenhum
76,aposentado,casado(a),graduação,não,sim,não,telefone móvel,julho,quinta-feira,média,1,mais de um
36,escritório,casado(a),graduação,não,sim,não,telefone fixo,setembro,quarta-feira,média,1,nenhum
33,trabalhador manual,casado(a),básico,não,sim,sim,telefone móvel,maio,quarta-feira,média,1,nenhum
34,escritório,casado(a),graduação,não,sim,não,telefone móvel,maio,quinta-feira,média,2,nenhum
