idade,trabalho,estado civil,educação,atraso,casa,empréstimo,contato,mês,dia,duração,ncontatos,anterior,produto
58,trabalhador manual,divorciado(a),básico,não,sim,não,telefone fixo,maio,quarta-feira,longa,2,nenhum,sim
40,escritório,casado(a),básico,,não,não,telefone móvel,julho,quarta-feira,longa,1,nenhum,sim
77,aposentado,casado(a),básico,não,sim,não,telefone móvel,setembro,quarta-feira,média,2,apenas um,sim
45,trabalhador manual,casado(a),básico,,não,não,telefone fixo,maio,terça-feira,longa,1,nenhum,não
38,gerência,casado(a),graduação,não,não,sim,telefone móvel,novembro,quarta-feira,longa,2,nenhum,não
40,terceirizados,solteiro(a),ensino médio,,sim,sim,telefone fixo,junho,segunda-feira,longa,1,nenhum,sim
41,trabalhador manual,casado(a),ensino médio,não,sim,não,telefone fixo,maio,quarta-feira,média,1,nenhum,não
39,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,maio,segunda-feira,média,5,nenhum,não
40,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,maio,segunda-feira,média,1,nenhum,não
27,,solteiro(a),básico,não,sim,não,telefone móvel,agosto,quarta-feira,longa,1,nenhum,sim
34,escritório,casado(a),graduação,não,sim,não,telefone fixo,junho,quarta-feira,longa,1,nenhum,não
26,trabalhador manual,solteiro(a),básico,não,não,não,telefone móvel,julho,quinta-feira,longa,1,nenhum,não
25,gerência,solteiro(a),graduação,não,não,não,telefone móvel,maio,segunda-feira,curta,2,nenhum,não
39,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,abril,segunda-feira,longa,2,apenas um,não
60,escritório,divorciado(a),graduação,,,,telefone móvel,maio,terça-feira,média,2,nenhum,não
46,trabalhador manual,solteiro(a),básico,não,sim,sim,telefone fixo,maio,quarta-feira,longa,1,nenhum,não
54,especialista,casado(a),ensino técnico,não,sim,não,telefone fixo,março,segunda-feira,média,5,mais de um,não
35,trabalhador manual,casado(a),básico,não,não,não,telefone fixo,junho,sexta-feira,curta,2,nenhum,não
36,escritório,casado(a),ensino médio,não,sim,sim,telefone fixo,junho,segunda-feira,curta,3,nenhum,não
60,especialista,casado(a),ensino técnico,não,não,não,telefone móvel,junho,quinta-feira,longa,4,apenas um,sim
29,trabalhador manual,solteiro(a),ensino técnico,não,não,não,telefone móvel,julho,quarta-feira,longa,4,nenhum,sim
32,escritório,divorciado(a),graduação,não,não,não,telefone móvel,março,segunda-feira,média,4,nenhum,sim
72,escritório,casado(a),básico,não,sim,sim,telefone móvel,maio,sexta-feira,longa,4,mais de um,sim
33,gerência,solteiro(a),graduação,,sim,sim,telefone fixo,maio,terça-feira,longa,3,apenas um,não
46,trabalhador manual,casado(a),ensino médio,,sim,não,telefone móvel,agosto,quarta-feira,longa,1,nenhum,sim
27,desempregado,solteiro(a),graduação,não,sim,não,telefone móvel,abril,quinta-feira,longa,1,nenhum,sim
47,trabalhador manual,casado(a),básico,,sim,não,telefone fixo,junho,quinta-feira,longa,3,nenhum,não
47,escritório,casado(a),graduação,não,,,telefone móvel,dezembro,sexta-feira,longa,10,nenhum,sim
35,trabalhador manual,casado(a),básico,,sim,não,telefone móvel,julho,sexta-feira,longa,4,nenhum,sim
57,aposentado,solteiro(a),ensino técnico,,sim,não,telefone móvel,julho,sexta-feira,média,4,nenhum,não
45,empreendedor,casado(a),graduação,não,não,não,telefone móvel,junho,terça-feira,média,2,apenas um,sim
45,trabalhador manual,casado(a),básico,,sim,sim,telefone fixo,maio,terça-feira,curta,1,nenhum,não
30,terceirizados,casado(a),ensino médio,não,sim,não,telefone móvel,maio,terça-feira,média,2,nenhum,não
53,especialista,divorciado(a),ensino técnico,não,sim,não,telefone móvel,agosto,terça-feira,curta,10,nenhum,não
31,gerência,casado(a),graduação,não,sim,não,telefone móvel,julho,segunda-feira,média,3,nenhum,não
43,trabalhador manual,casado(a),básico,,sim,não,telefone fixo,maio,terça-feira,longa,1,nenhum,não
54,do lar,casado(a),ensino médio,não,sim,não,telefone móvel,junho,sexta-feira,média,6,nenhum,não
30,escritório,solteiro(a),graduação,não,não,não,telefone móvel,setembro,terça-feira,longa,2,mais de um,sim
39,gerência,casado(a),ensino médio,,sim,não,telefone fixo,junho,terça-feira,curta,1,nenhum,não
30,trabalhador manual,casado(a),básico,não,sim,sim,telefone móvel,maio,segunda-feira,curta,1,apenas um,não
36,gerência,casado(a),básico,não,sim,não,telefone fixo,junho,sexta-feira,curta,3,nenhum,não
28,trabalhador manual,casado(a),básico,não,sim,sim,telefone fixo,maio,sexta-feira,média,2,nenhum,não
34,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,setembro,quinta-feira,longa,1,nenhum,não
37,especialista,casado(a),graduação,não,não,não,telefone fixo,maio,terça-feira,média,1,nenhum,não
48,trabalhador manual,solteiro(a),básico,não,não,não,telefone móvel,abril,quinta-feira,longa,1,nenhum,sim
36,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,abril,sexta-feira,longa,2,apenas um,não
30,trabalhador manual,casado(a),ensino médio,não,não,não,telefone fixo,junho,segunda-feira,média,1,nenhum,não
52,do lar,casado(a),,não,sim,não,telefone móvel,agosto,sexta-feira,média,1,nenhum,não
53,escritório,casado(a),graduação,não,sim,não,telefone móvel,junho,sexta-feira,longa,1,nenhum,não
47,gerência,casado(a),básico,não,não,não,telefone fixo,maio,sexta-feira,média,3,nenhum,não
31,especialista,casado(a),graduação,,sim,não,telefone fixo,junho,quinta-feira,curta,2,nenhum,não
48,empreendedor,casado(a),graduação,não,sim,não,telefone fixo,maio,quinta-feira,média,5,nenhum,não
60,escritório,divorciado(a),básico,,sim,sim,telefone móvel,julho,segunda-feira,longa,6,nenhum,sim
29,escritório,solteiro(a),graduação,não,não,não,telefone fixo,maio,quarta-feira,média,1,nenhum,não
36,escritório,casado(a),ensino médio,não,sim,sim,telefone fixo,junho,sexta-feira,curta,9,nenhum,não
43,especialista,divorciado(a),ensino técnico,não,não,não,telefone móvel,novembro,sexta-feira,longa,4,apenas um,não
44,terceirizados,divorciado(a),ensino médio,não,não,não,telefone móvel,novembro,quarta-feira,longa,1,nenhum,sim
37,escritório,casado(a),graduação,não,sim,não,telefone móvel,maio,segunda-feira,longa,1,nenhum,sim
43,escritório,casado(a),graduação,não,não,não,telefone móvel,julho,quarta-feira,curta,2,nenhum,não
38,especialista,divorciado(a),ensino técnico,não,não,não,telefone móvel,maio,quarta-feira,longa,1,nenhum,não
60,aposentado,casado(a),básico,não,não,não,telefone móvel,agosto,quarta-feira,longa,1,nenhum,não
42,trabalhador manual,casado(a),básico,,sim,não,telefone móvel,novembro,segunda-feira,média,1,nenhum,não
36,escritório,casado(a),graduação,não,não,não,telefone móvel,outubro,quarta-feira,longa,1,apenas um,sim
32,especialista,solteiro(a),graduação,não,sim,não,telefone fixo,abril,terça-feira,longa,2,nenhum,sim
46,terceirizados,divorciado(a),básico,não,não,não,telefone móvel,novembro,quarta-feira,média,1,nenhum,não
39,escritório,casado(a),ensino médio,não,sim,não,telefone móvel,abril,quinta-feira,longa,2,apenas um,não
32,trabalhador manual,solteiro(a),ensino médio,não,sim,não,telefone móvel,maio,segunda-feira,média,2,apenas um,não
30,do lar,solteiro(a),ensino médio,não,não,não,telefone móvel,novembro,quarta-feira,longa,1,nenhum,sim
42,escritório,solteiro(a),ensino médio,não,não,não,telefone móvel,maio,segunda-feira,longa,4,nenhum,sim
24,terceirizados,casado(a),ensino médio,não,não,não,telefone móvel,maio,quarta-feira,longa,1,apenas um,não
29,trabalhador manual,casado(a),básico,não,não,sim,telefone fixo,maio,sexta-feira,longa,2,nenhum,não
31,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,maio,quinta-feira,média,1,apenas um,não
29,terceirizados,casado(a),básico,,sim,sim,telefone móvel,maio,quinta-feira,curta,3,apenas um,não
31,especialista,casado(a),ensino médio,não,não,não,telefone móvel,agosto,quarta-feira,média,1,nenhum,não
53,gerência,casado(a),graduação,não,,,telefone móvel,novembro,terça-feira,longa,1,nenhum,sim
57,escritório,divorciado(a),graduação,não,sim,não,telefone móvel,maio,segunda-feira,longa,1,nenhum,sim
36,,casado(a),básico,não,não,não,telefone fixo,maio,quarta-feira,curta,1,nenhum,não
37,trabalhador manual,casado(a),básico,não,sim,sim,telefone fixo,junho,terça-feira,curta,18,nenhum,não
62,gerência,casado(a),graduação,não,não,não,telefone móvel,maio,quarta-feira,média,2,apenas um,sim
33,gerência,solteiro(a),graduação,não,não,não,telefone móvel,novembro,quinta-feira,longa,2,apenas um,sim
38,trabalhador manual,casado(a),básico,não,não,sim,telefone móvel,maio,sexta-feira,média,1,nenhum,não
35,escritório,solteiro(a),graduação,não,não,não,telefone móvel,maio,segunda-feira,média,1,nenhum,não
31,escritório,solteiro(a),graduação,não,não,sim,telefone móvel,agosto,quinta-feira,média,4,nenhum,não
30,escritório,solteiro(a),ensino médio,não,não,não,telefone móvel,maio,quarta-feira,média,1,nenhum,não
36,terceirizados,solteiro(a),ensino médio,não,sim,não,telefone móvel,maio,quarta-feira,curta,1,apenas um,não
73,aposentado,casado(a),básico,não,sim,não,telefone móvel,maio,quarta-feira,longa,4,nenhum,sim
42,trabalhador manual,casado(a),básico,,não,não,telefone fixo,maio,quarta-feira,curta,1,nenhum,não
34,especialista,solteiro(a),ensino técnico,não,sim,não,telefone fixo,junho,terça-feira,curta,4,nenhum,não
37,escritório,casado(a),ensino médio,,não,não,telefone móvel,maio,segunda-feira,longa,3,nenhum,sim
30,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,agosto,sexta-feira,curta,4,nenhum,não
38,trabalhador manual,casado(a),básico,não,não,não,telefone fixo,junho,segunda-feira,longa,2,nenhum,não
36,escritório,solteiro(a),graduação,não,não,não,telefone móvel,agosto,segunda-feira,longa,12,nenhum,sim
57,gerência,casado(a),básico,,,,telefone fixo,maio,sexta-feira,média,3,nenhum,não
48,escritório,casado(a),básico,não,sim,não,telefone móvel,julho,segunda-feira,longa,1,nenhum,não
58,aposentado,casado(a),ensino técnico,,sim,não,telefone móvel,agosto,terça-feira,média,1,nenhum,não
47,desempregado,casado(a),ensino técnico,não,não,não,telefone móvel,julho,terça-feira,média,1,nenhum,não
31,escritório,casado(a),graduação,não,sim,não,telefone móvel,maio,sexta-feira,média,2,apenas um,não
52,terceirizados,casado(a),ensino técnico,,não,não,telefone fixo,maio,sexta-feira,longa,7,nenhum,não
35,escritório,casado(a),ensino médio,não,não,não,telefone fixo,junho,quarta-feira,longa,1,nenhum,sim
32,terceirizados,casado(a),ensino médio,não,não,não,telefone móvel,novembro,quinta-feira,curta,2,nenhum,não
35,especialista,casado(a),básico,não,não,não,telefone móvel,novembro,terça-feira,curta,1,nenhum,não
67,aposentado,,básico,não,sim,não,telefone móvel,agosto,quarta-feira,longa,3,mais de um,sim
37,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,novembro,quarta-feira,longa,6,nenhum,não
33,especialista,solteiro(a),graduação,não,sim,não,telefone móvel,agosto,terça-feira,longa,4,nenhum,sim
32,terceirizados,solteiro(a),ensino técnico,não,sim,não,telefone fixo,outubro,terça-feira,longa,1,nenhum,sim
43,empreendedor,casado(a),ensino técnico,não,sim,não,telefone fixo,junho,sexta-feira,média,5,nenhum,sim
32,especialista,divorciado(a),ensino médio,não,não,não,telefone móvel,agosto,terça-feira,curta,3,nenhum,não
46,trabalhador manual,casado(a),básico,,sim,não,telefone fixo,maio,sexta-feira,longa,2,nenhum,não
31,especialista,solteiro(a),ensino técnico,não,sim,não,telefone móvel,abril,sexta-feira,longa,2,nenhum,não
49,aposentado,divorciado(a),ensino técnico,não,não,não,telefone fixo,maio,sexta-feira,média,2,nenhum,não
61,do lar,casado(a),básico,não,sim,não,telefone móvel,julho,quinta-feira,longa,2,mais de um,sim
47,do lar,casado(a),básico,não,não,não,telefone fixo,junho,sexta-feira,média,10,nenhum,não
33,escritório,solteiro(a),graduação,não,não,sim,telefone móvel,julho,quinta-feira,longa,8,nenhum,não
31,escritório,casado(a),graduação,não,não,não,telefone móvel,julho,sexta-feira,média,2,nenhum,não
32,escritório,casado(a),ensino médio,não,não,não,telefone fixo,julho,terça-feira,curta,5,nenhum,não
53,gerência,casado(a),graduação,não,sim,não,telefone móvel,novembro,quarta-feira,longa,3,nenhum,sim
47,gerência,solteiro(a),graduação,não,não,não,telefone fixo,maio,terça-feira,curta,1,nenhum,não
35,do lar,casado(a),,não,sim,não,telefone móvel,agosto,sexta-feira,longa,2,nenhum,não
30,escritório,solteiro(a),ensino médio,não,sim,não,telefone móvel,outubro,sexta-feira,média,1,apenas um,sim
35,do lar,divorciado(a),ensino médio,não,não,não,telefone fixo,maio,sexta-feira,longa,3,nenhum,sim
33,trabalhador manual,solteiro(a),ensino médio,não,sim,sim,telefone móvel,maio,terça-feira,média,2,nenhum,não
42,escritório,casado(a),graduação,não,não,não,telefone móvel,agosto,quinta-feira,curta,5,nenhum,não
22,terceirizados,solteiro(a),básico,não,não,não,telefone móvel,abril,segunda-feira,média,2,nenhum,não
31,gerência,casado(a),graduação,não,não,sim,telefone móvel,outubro,quarta-feira,média,1,apenas um,sim
30,terceirizados,solteiro(a),ensino médio,não,sim,não,telefone fixo,maio,quinta-feira,curta,1,nenhum,sim
33,escritório,casado(a),ensino médio,não,não,não,telefone fixo,outubro,terça-feira,curta,1,nenhum,sim
61,especialista,casado(a),ensino técnico,não,não,não,telefone móvel,abril,quarta-feira,curta,2,nenhum,sim
47,escritório,casado(a),graduação,não,sim,não,telefone móvel,março,quinta-feira,longa,1,nenhum,sim
58,especialista,casado(a),graduação,não,não,não,telefone móvel,abril,segunda-feira,curta,2,nenhum,não
29,,solteiro(a),ensino médio,não,sim,não,telefone móvel,junho,sexta-feira,longa,3,nenhum,sim
44,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,maio,quinta-feira,longa,1,apenas um,não
50,trabalhador manual,casado(a),básico,,não,não,telefone móvel,maio,terça-feira,longa,1,apenas um,sim
35,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,maio,segunda-feira,longa,1,apenas um,sim
37,especialista,casado(a),ensino técnico,,não,não,telefone móvel,agosto,sexta-feira,média,1,nenhum,não
29,gerência,casado(a),graduação,não,sim,não,telefone fixo,junho,quarta-feira,longa,1,nenhum,sim
52,escritório,divorciado(a),ensino médio,não,sim,sim,telefone móvel,maio,quarta-feira,longa,2,apenas um,não
41,terceirizados,solteiro(a),ensino médio,não,sim,não,telefone móvel,maio,terça-feira,média,6,apenas um,não
25,terceirizados,solteiro(a),ensino médio,não,sim,não,telefone móvel,abril,sexta-feira,longa,1,nenhum,não
34,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,maio,sexta-feira,longa,4,mais de um,sim
38,especialista,casado(a),ensino técnico,não,não,não,telefone móvel,agosto,segunda-feira,média,6,nenhum,não
43,gerência,casado(a),graduação,,não,não,telefone móvel,abril,sexta-feira,longa,2,nenhum,não
40,escritório,casado(a),graduação,não,não,não,telefone móvel,novembro,terça-feira,média,2,nenhum,não
34,especialista,casado(a),ensino técnico,não,não,sim,telefone móvel,abril,sexta-feira,longa,1,apenas um,sim
40,desempregado,casado(a),básico,não,não,não,telefone móvel,maio,quinta-feira,média,2,nenhum,não
37,escritório,casado(a),básico,não,sim,sim,telefone móvel,maio,sexta-feira,curta,1,nenhum,não
54,trabalhador manual,divorciado(a),básico,,não,não,telefone fixo,maio,sexta-feira,longa,1,nenhum,não
25,terceirizados,solteiro(a),ensino médio,não,sim,não,telefone fixo,maio,sexta-feira,curta,1,nenhum,não
82,aposentado,casado(a),básico,não,sim,não,telefone móvel,outubro,quarta-feira,longa,1,mais de um,sim
25,trabalhador manual,solteiro(a),básico,não,não,não,telefone móvel,maio,quinta-feira,longa,1,nenhum,não
54,aposentado,divorciado(a),básico,não,não,não,telefone fixo,julho,segunda-feira,longa,16,nenhum,não
42,especialista,solteiro(a),graduação,não,não,não,telefone fixo,junho,segunda-feira,longa,3,nenhum,não
42,escritório,divorciado(a),ensino médio,não,não,não,telefone fixo,maio,terça-feira,curta,3,nenhum,não
51,escritório,casado(a),graduação,não,sim,não,telefone móvel,dezembro,terça-feira,longa,3,nenhum,sim
46,terceirizados,casado(a),ensino técnico,não,,,telefone móvel,agosto,sexta-feira,média,3,nenhum,não
58,trabalhador manual,casado(a),básico,,não,sim,telefone móvel,novembro,sexta-feira,média,2,nenhum,não
50,empreendedor,casado(a),ensino técnico,não,,,telefone fixo,maio,quinta-feira,curta,2,nenhum,não
37,gerência,solteiro(a),ensino médio,não,sim,não,telefone móvel,abril,segunda-feira,longa,1,nenhum,não
43,especialista,casado(a),ensino técnico,não,não,não,telefone móvel,maio,segunda-feira,longa,1,nenhum,sim
42,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,maio,quarta-feira,longa,1,nenhum,sim
54,especialista,casado(a),ensino técnico,,não,não,telefone fixo,maio,quarta-feira,longa,2,nenhum,sim
29,especialista,solteiro(a),ensino técnico,não,não,não,telefone móvel,maio,quarta-feira,longa,2,apenas um,sim
52,escritório,divorciado(a),ensino técnico,não,não,não,telefone móvel,maio,quarta-feira,média,1,apenas um,não
39,escritório,casado(a),graduação,não,sim,não,telefone móvel,agosto,segunda-feira,média,2,nenhum,não
67,do lar,casado(a),básico,não,não,não,telefone fixo,julho,terça-feira,longa,2,nenhum,sim
51,especialista,casado(a),graduação,não,sim,não,telefone móvel,março,sexta-feira,longa,1,nenhum,sim
35,especialista,solteiro(a),graduação,não,sim,não,telefone móvel,agosto,quinta-feira,longa,1,nenhum,sim
56,terceirizados,divorciado(a),ensino médio,não,não,não,telefone móvel,julho,quinta-feira,longa,1,nenhum,não
30,escritório,divorciado(a),ensino técnico,não,sim,sim,telefone móvel,maio,segunda-feira,curta,6,nenhum,não
38,terceirizados,casado(a),básico,,não,sim,telefone fixo,maio,sexta-feira,média,2,nenhum,não
32,especialista,solteiro(a),ensino técnico,não,não,não,telefone móvel,junho,terça-feira,média,1,apenas um,sim
34,terceirizados,casado(a),ensino médio,não,não,não,telefone fixo,maio,quarta-feira,média,1,nenhum,não
24,,solteiro(a),ensino médio,não,sim,não,telefone móvel,agosto,quinta-feira,longa,3,mais de um,sim
26,escritório,solteiro(a),básico,não,sim,não,telefone móvel,julho,quinta-feira,curta,4,nenhum,não
34,terceirizados,casado(a),ensino médio,não,sim,sim,telefone fixo,maio,terça-feira,média,1,nenhum,não
48,especialista,solteiro(a),ensino técnico,,não,não,telefone fixo,junho,terça-feira,média,1,nenhum,não
39,terceirizados,solteiro(a),ensino médio,,sim,não,telefone fixo,maio,segunda-feira,curta,3,nenhum,não
38,escritório,solteiro(a),graduação,não,não,sim,telefone móvel,agosto,segunda-feira,curta,3,nenhum,não
47,trabalhador manual,solteiro(a),básico,não,não,não,telefone fixo,maio,quinta-feira,média,2,nenhum,não
61,aposentado,casado(a),básico,,não,não,telefone móvel,julho,sexta-feira,curta,1,nenhum,não
38,do lar,casado(a),graduação,,sim,não,telefone fixo,maio,quinta-feira,curta,11,nenhum,não
32,trabalhador manual,solteiro(a),ensino médio,não,não,sim,telefone móvel,julho,quarta-feira,média,1,nenhum,não
30,especialista,solteiro(a),ensino técnico,não,sim,não,telefone móvel,novembro,sexta-feira,longa,2,nenhum,sim
52,escritório,solteiro(a),básico,não,sim,não,telefone fixo,maio,sexta-feira,média,1,nenhum,não
25,trabalhador manual,solteiro(a),básico,não,,,telefone móvel,junho,segunda-feira,média,1,apenas um,não
42,escritório,casado(a),básico,não,sim,não,telefone fixo,maio,terça-feira,média,3,nenhum,não
36,especialista,casado(a),básico,não,não,não,telefone fixo,maio,quarta-feira,curta,2,nenhum,não
35,trabalhador manual,casado(a),básico,,não,não,telefone fixo,maio,terça-feira,média,1,nenhum,não
35,especialista,solteiro(a),,não,sim,não,telefone móvel,agosto,quinta-feira,longa,2,apenas um,sim
34,desempregado,solteiro(a),,não,sim,não,telefone móvel,setembro,sexta-feira,média,2,apenas um,sim
32,especialista,solteiro(a),ensino técnico,não,não,não,telefone móvel,agosto,quinta-feira,longa,1,nenhum,não
41,escritório,casado(a),graduação,não,não,não,telefone móvel,agosto,quarta-feira,média,2,nenhum,não
50,trabalhador manual,casado(a),básico,,não,sim,telefone móvel,agosto,quarta-feira,curta,4,nenhum,não
28,empreendedor,casado(a),ensino médio,não,não,não,telefone móvel,julho,terça-feira,longa,1,nenhum,sim
32,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,agosto,sexta-feira,média,1,nenhum,não
45,gerência,casado(a),graduação,não,sim,não,telefone móvel,maio,terça-feira,média,2,nenhum,não
33,terceirizados,solteiro(a),ensino médio,não,não,não,telefone fixo,junho,sexta-feira,curta,4,nenhum,não
39,empreendedor,casado(a),básico,não,,,telefone fixo,maio,quarta-feira,média,2,nenhum,não
26,,solteiro(a),,não,não,não,telefone móvel,julho,terça-feira,média,1,nenhum,não
32,terceirizados,casado(a),,não,sim,não,telefone móvel,junho,terça-feira,curta,3,nenhum,não
54,empreendedor,casado(a),graduação,não,sim,sim,telefone móvel,julho,quinta-feira,longa,2,nenhum,não
36,trabalhador manual,casado(a),básico,,sim,não,telefone fixo,maio,quinta-feira,média,2,nenhum,não
63,aposentado,casado(a),graduação,,não,não,telefone móvel,outubro,sexta-feira,longa,2,nenhum,sim
27,trabalhador manual,solteiro(a),ensino médio,não,não,não,telefone fixo,novembro,sexta-feira,média,1,nenhum,não
40,escritório,casado(a),graduação,não,não,não,telefone móvel,julho,sexta-feira,longa,13,nenhum,sim
42,especialista,solteiro(a),graduação,não,não,não,telefone fixo,junho,terça-feira,média,1,nenhum,sim
42,terceirizados,casado(a),ensino médio,não,não,não,telefone móvel,março,quarta-feira,longa,6,nenhum,sim
41,especialista,casado(a),ensino médio,não,não,não,telefone fixo,maio,quinta-feira,média,2,nenhum,não
30,escritório,casado(a),graduação,não,sim,não,telefone móvel,junho,terça-feira,média,1,nenhum,sim
29,trabalhador manual,casado(a),básico,,não,não,telefone fixo,junho,sexta-feira,longa,2,nenhum,não
40,trabalhador manual,solteiro(a),básico,,sim,não,telefone móvel,maio,quarta-feira,média,1,nenhum,não
33,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,abril,quinta-feira,longa,1,nenhum,sim
55,trabalhador manual,divorciado(a),básico,não,não,não,telefone fixo,maio,quinta-feira,média,2,nenhum,não
37,escritório,solteiro(a),básico,não,sim,não,telefone móvel,julho,terça-feira,média,1,nenhum,não
66,aposentado,casado(a),ensino médio,não,sim,não,telefone móvel,outubro,terça-feira,longa,2,nenhum,sim
43,especialista,casado(a),básico,não,não,não,telefone móvel,julho,terça-feira,longa,3,nenhum,sim
40,empreendedor,casado(a),básico,não,sim,não,telefone móvel,setembro,terça-feira,longa,2,nenhum,sim
36,especialista,solteiro(a),ensino técnico,,sim,não,telefone móvel,julho,quinta-feira,curta,1,nenhum,não
43,terceirizados,casado(a),ensino médio,não,sim,não,telefone fixo,maio,terça-feira,média,2,nenhum,não
28,escritório,casado(a),ensino médio,não,sim,não,telefone móvel,maio,quarta-feira,média,1,nenhum,não
49,desempregado,casado(a),básico,não,não,sim,telefone fixo,maio,sexta-feira,curta,3,nenhum,não
51,especialista,solteiro(a),graduação,não,não,não,telefone móvel,julho,terça-feira,média,3,nenhum,não
40,escritório,solteiro(a),graduação,não,não,não,telefone fixo,maio,sexta-feira,curta,1,nenhum,não
42,especialista,solteiro(a),ensino médio,não,sim,não,telefone móvel,agosto,quarta-feira,curta,3,nenhum,não
33,empreendedor,divorciado(a),ensino técnico,não,sim,não,telefone fixo,junho,segunda-feira,curta,1,nenhum,não
42,especialista,casado(a),graduação,não,sim,sim,telefone móvel,agosto,segunda-feira,curta,2,nenhum,não
61,aposentado,divorciado(a),ensino técnico,não,sim,não,telefone móvel,abril,quinta-feira,longa,1,mais de um,sim
27,trabalhador manual,casado(a),básico,,sim,não,telefone móvel,maio,quinta-feira,curta,1,nenhum,não
45,escritório,casado(a),ensino médio,,não,não,telefone móvel,agosto,sexta-feira,média,4,nenhum,não
52,terceirizados,casado(a),básico,não,não,não,telefone fixo,maio,sexta-feira,longa,1,nenhum,sim
33,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,maio,sexta-feira,média,2,nenhum,não
56,gerência,casado(a),básico,não,sim,não,telefone móvel,julho,quarta-feira,curta,1,nenhum,não
34,escritório,solteiro(a),ensino médio,não,não,não,telefone móvel,maio,sexta-feira,curta,9,apenas um,não
53,terceirizados,divorciado(a),ensino médio,,sim,não,telefone móvel,novembro,segunda-feira,longa,1,nenhum,não
32,escritório,solteiro(a),graduação,não,,,telefone móvel,julho,segunda-feira,curta,3,nenhum,não
46,trabalhador manual,casado(a),básico,,sim,não,telefone fixo,maio,terça-feira,longa,2,nenhum,não
33,trabalhador manual,solteiro(a),básico,não,sim,não,telefone móvel,novembro,quinta-feira,média,1,apenas um,sim
48,terceirizados,casado(a),ensino médio,não,sim,não,telefone móvel,abril,quarta-feira,longa,2,nenhum,sim
38,escritório,solteiro(a),ensino médio,não,não,não,telefone fixo,julho,quinta-feira,longa,4,mais de um,não
34,escritório,casado(a),graduação,não,sim,não,telefone móvel,agosto,sexta-feira,média,1,nenhum,não
44,desempregado,casado(a),ensino técnico,não,não,não,telefone fixo,junho,terça-feira,curta,5,nenhum,não
25,escritório,solteiro(a),ensino médio,,,,telefone móvel,julho,quinta-feira,curta,1,nenhum,não
32,escritório,solteiro(a),graduação,,sim,não,telefone móvel,agosto,terça-feira,curta,1,nenhum,não
30,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,julho,segunda-feira,curta,1,nenhum,não
51,empreendedor,divorciado(a),graduação,não,sim,não,telefone fixo,outubro,terça-feira,longa,7,mais de um,sim
28,especialista,solteiro(a),graduação,não,não,não,telefone móvel,agosto,quinta-feira,curta,1,apenas um,não
41,trabalhador manual,casado(a),ensino técnico,não,sim,sim,telefone móvel,julho,segunda-feira,longa,1,nenhum,sim
36,especialista,casado(a),graduação,não,sim,não,telefone móvel,agosto,segunda-feira,longa,3,nenhum,não
34,gerência,solteiro(a),graduação,não,não,não,telefone móvel,novembro,quinta-feira,longa,3,nenhum,sim
38,escritório,casado(a),graduação,não,não,não,telefone móvel,abril,segunda-feira,curta,2,nenhum,não
52,especialista,casado(a),ensino técnico,não,não,não,telefone móvel,julho,quinta-feira,longa,1,apenas um,sim
55,escritório,divorciado(a),,,não,não,telefone fixo,junho,quarta-feira,curta,2,nenhum,não
57,aposentado,casado(a),ensino técnico,não,não,não,telefone móvel,outubro,quinta-feira,média,1,apenas um,sim
43,escritório,solteiro(a),básico,não,não,não,telefone fixo,maio,sexta-feira,média,2,nenhum,não
30,escritório,solteiro(a),ensino médio,não,sim,sim,telefone fixo,maio,quarta-feira,média,3,nenhum,não
26,especialista,solteiro(a),graduação,não,não,não,telefone fixo,junho,segunda-feira,curta,6,nenhum,não
37,escritório,solteiro(a),graduação,não,não,não,telefone móvel,maio,sexta-feira,média,3,apenas um,não
49,terceirizados,divorciado(a),ensino médio,não,não,sim,telefone móvel,julho,segunda-feira,curta,4,nenhum,não
44,escritório,solteiro(a),ensino médio,não,sim,não,telefone móvel,setembro,sexta-feira,média,1,nenhum,sim
38,escritório,casado(a),graduação,,não,sim,telefone móvel,agosto,quinta-feira,média,1,nenhum,não
34,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,maio,quinta-feira,longa,4,nenhum,não
52,especialista,casado(a),graduação,não,sim,não,telefone móvel,abril,quinta-feira,longa,2,apenas um,sim
60,gerência,casado(a),graduação,não,sim,não,telefone móvel,agosto,quarta-feira,curta,1,nenhum,não
35,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,julho,quarta-feira,média,1,nenhum,não
